title,date,category,name,leaning
Audio: Tausende Schüler demonstrieren in den USA gegen Waffengewalt | tagesschau.de,4-24-18,Public opinion,,Neutral
«Genug ist genug» - Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Weltgeschichte: Elternabend in den USA – oder wie überleben meine Kinder einen Amoklauf?,3-16-18,School/Public space safety,,Neutral
Massenprotest in USA gegen Waffengewalt: „Genug ist genug“,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
ROUNDUP: Trump will Waffenrecht verschärfen,3-1-18,Politics,,Neutral
"Nach Schulmassaker in Parkland: Massenprotest in USA gegen Waffengewalt: ""Genug ist genug"" | General-Anzeiger Bonn",3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
"Parkland-Massaker: Melania Trump unterstützt Schüler, die schärfere Waffengesetze fordern Parkland-Massaker: Melania Trump unterstützt Schüler, die schärfere Waffengesetze fordern",2-27-18,Politics,,Neutral
"Demonstrationen „Erst der Anfang' - Massenprotest gegen Waffengewalt in USA Hunderttausende Menschen protestieren in den USA ihrem Protest gegen Waffengewalt. Weltweit gibt es Solidarität, auch in Deutschland.  mehr",3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Politik: Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
"Einschränkendes US-Waffengesetz Trump-Regierung verbietet ""Bump Stocks""",3-24-18,Politics,,Neutral
Treffen mit Trump: Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Politics,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA | Frankenpost,3-14-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht - Deutschland & Welt - Rhein-Zeitung,2-22-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-25-18,Public opinion,,Neutral
Waffendebatte in den USA Trump will Lehrer nach Amoklauf an High School bewaffnen,2-22-18,School/Public space safety,,Neutral
Treffen mit Trump Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Politics,,Neutral
Solidarität: Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Trump schlägt nach Parkland-Amoklauf bewaffnete Lehrer vor Kommentare,2-22-18,School/Public space safety,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
17:41 Uhr Massenprotest gegen Waffengewalt bewegt USA,3-26-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Massenproteste gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
08:50 Proteste gegen Waffengewalt in den USA Amerikas Jugend erhebt sich,3-25-18,Public opinion,,Neutral
"Schulstreik mit 2500 Veranstaltungen geworden. Wieder geht es in den USA um Waffengewalt, landesweit wurde an High Schools demonstriert. Die Schüler werfen der Politik vor, dass sie trotz vieler Versprechen keine",4-24-18,Public opinion,,Neutral
Aufstand gegen Waffengewalt : Die amerikanische Revolution,3-25-18,Society/Culture,,Neutral
Tausende demonstrieren am Columbine-Jahrestag in USA gegen Waffengewalt,4-20-18,Public opinion,,Neutral
«Genug ist genug» - Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Massenproteste gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
„Erst der Anfang“ - Massenprotest gegen Waffengewalt in USA,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Amoklauf in Florida: Trump trifft Schüler und Lehrer,2-21-18,Politics,,Neutral
Massenproteste in den USA - Hunderttausende stehen gegen Waffengewalt auf,3-24-18,Public opinion,,Neutral
Diskussion um Waffenrecht in den USA: Aufstand der Schüler,2-21-18,Public opinion,,Neutral
Waffengesetze in Amerika : „Warum hat bisher niemand etwas getan?',3-1-18,Gun control/regulation,,Neutral
Proteste gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Treffen mit Trump Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
Hunderttausende marschieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Demonstrationen Kriminalität Schulen Waffen USA: Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA - News-Ticker - Pforzheimer Zeitung,3-26-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-15-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA - Emder Zeitung,3-15-18,Public opinion,,Neutral
Massenprotest in den USA gegen Waffengewalt Washington (dpa) - Knapp sechs Wochen nach dem Schulmassaker von Parkland haben…,3-24-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Nach Schul-Amoklauf: Donald Trump fordert Rating-System,2-23-18,Politics,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
"Frage an, ob die Waffengesetze strikter gefasst werden sollen. Allerdings sind bisher seitens der republikanisch geführten Bundesregierung nur kleine Schritte in der Debatte. So will Trump notfalls eigenmächtig",3-1-18,Politics,,Neutral
Trump will US-Waffenrecht korrigieren,2-21-18,Politics,,Neutral
"Texas baut schusssichere Schule In den USA kommt es immer wieder zu Amokläufen an Bildungseinrichtungen. Da sich die Regierung nicht auf eine Verschärfung des Waffenrechts festlegen will, sollen nun bautechnische Maßnahmen helfen.",4-5-18,School/Public space safety,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-25-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Nach Amoklauf in den USA: Protestaktion gegen Waffengewalt: Schüler verlassen den Unterricht,3-14-18,Public opinion,,Neutral
Taylor Swift für schärfere Waffengesetze in den USA - Taylor Swift News,3-27-18,Gun control/regulation,,Neutral
Genug ist genug - Massenprotest in den USA gegen Waffengewalt - Panorama - Braunschweiger Zeitung,3-24-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
"Gleich nach dem Amoklauf an einer Schule in Florida behaupteten viele Menschen: Das hat Donald Trump verbockt. Er habe schließlich jenes Gesetz aufgehoben, das noch Barack Obama in die Wege leitete. Nach dieser",3-1-18,Politics,,Neutral
USA vs. NRA: Trump rudert bei schärferen Waffengesetzen zurück,3-12-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Trump will Waffengewalt mit Waffen bekämpfen,2-22-18,Politics,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Schüler in den USA protestieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
„Waffenrecht in den USA ist nicht zu verstehen' Zu „Wählt sie ab! Wählt sie ab' vom 26. März: Tief erschüttert habe ich die Berichte im Fernsehen...,4-9-18,2nd Amendment,,Neutral
Kriminalität Waffen USA: NRA klagt gegen verschärftes Waffenrecht in Florida,3-10-18,2nd Amendment,,Neutral
Dieser kuriose Vorschlag soll zu schärferen Waffengesetzen in den USA führen,2-19-18,Gun control/regulation,,Neutral
Demos in Florida und Washington - Schüler in den USA protestieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
150 Menschen protestieren gegen Waffengewalt in den USA - Berlin - Aktuelle Nachrichten - Berliner Morgenpost,3-24-18,Public opinion,,Neutral
Nach dem Massaker von Florida Landesweiter Schul-Protest gegen Waffengewalt in USA,3-15-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Kommentar zu US-Waffengesetzen: Präsident Trump liefert erneut keine belastbare Ideen,2-27-18,Politics,,Neutral
22:59 Treffen mit Trump Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Politics,,Neutral
Parkland: Trump besucht Amoklauf-Opfer im Krankenhaus,2-21-18,Politics,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
ROUNDUP: Trump will Waffenrecht verschärfen,3-1-18,Politics,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Schülerstreik gegen Waffengewalt in den USA,4-25-18,Public opinion,,Neutral
ROUNDUP: Trump will Waffenrecht verschärfen,3-1-18,Politics,,Neutral
Vereinigte Staaten :  Tausende US-Schüler demonstrieren gegen Waffengewalt,3-15-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Trump trifft Schüler Schüler in Florida demonstrieren für schärferes Waffenrecht,2-21-18,Politics,,Neutral
Nach Schul-Amoklauf: Trump bekräftigt Ziel der Bewaffnung mancher Lehrer,2-23-18,School/Public space safety,,Neutral
Schärfere Waffengesetze? Melania Trump unterstützt jugendliche Demonstranten,2-27-18,Politics,,Neutral
Waffenrecht in den USA: Wer ist die NRA - und warum ist sie so mächtig-,2-25-18,2nd Amendment,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
"Eilmeldungen Massenprotest in den USA gegen Waffengewalt Sa., 24. März 2018, 20:38 Uhr Washington (dpa) - Knapp sechs Wochen nach dem Schulmassaker von Parkland haben in den USA Hunderttausende überwiegend junge",3-24-18,Public opinion,,Neutral
"Waffengewalt Das minutenlange Schweigen der Emma González Sie redete nicht lange, dann wurde sie still. Emma González – Gesicht der Protestbewegung in den USA – berührte, weil sie nichts sagte.  mehr",3-25-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab - Emder Zeitung,3-13-18,Politics,,Neutral
Trump rudert bei schärferen Waffengesetzen zurück,3-12-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Demonstrationen - USA: Hunderttausende gegen Waffengewalt auf der Straße,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht - News-Ticker - Pforzheimer Zeitung,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
„Genug ist genug' - Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Schärfere Waffengesetze? Melania Trump unterstützt jugendliche Demonstranten,2-27-18,Politics,,Neutral
USA - Landesweite Schülerproteste gegen Waffengewalt,4-24-18,Public opinion,,Neutral
USA: Massendemonstration für schärferes Waffenrecht,3-24-18,Gun control/regulation,,Neutral
«Genug ist genug» - Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Waffengewalt in Washington organisiert - es werden Hunderttausende Teilnehmer erwartet. Die Protestaktion mit dem Titel «Marsch für unsere Leben» könnte eine der größten in der jüngeren Geschichte der USA,3-24-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
29 Postings USA US-Firmen beenden Zusammenarbeit mit Waffenlobby NRA Zunehmender Druck in sozialen Netzwerken nach dem Amoklauf eines 19-J&#228;hrigen in Florida,2-24-18,Economic consequences,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,4-18-18,Public opinion,,Neutral
Demonstrationen: Erst der Anfang - Massenprotest gegen Waffengewalt in USA - News Deutschland,3-25-18,Public opinion,,Neutral
«Genug ist genug» - Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Schlaglichter: Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Schlaglichter: Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Waffengewalt Angreifer stirbt bei Schusswechsel an High School in den USA,3-20-18,Mental health,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
: Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-15-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Tag der Proteste gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
"Demonstrationen Massenprotest in USA gegen Waffengewalt: &#171;Genug ist genug&#187; Nach Schulmassaker in Parkland Samstag, 24. Mrz. 2018 - 20:27 Uhr",3-25-18,Public opinion,,Neutral
"Waffengewalt Das minutenlange Schweigen der Emma González Sie redete nicht lange, dann wurde sie still. Emma González – Gesicht der Protestbewegung in den USA – berührte, weil sie nichts sagte.  mehr",3-25-18,Public opinion,,Neutral
„Erst der Anfang“ - Massenprotest gegen Waffengewalt in USA,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht Washington/Tallahassee (dpa) - Eine Woche nach dem Massaker an einer Schule mit 17 Toten sind tausen…,2-22-18,School/Public space safety,,Neutral
Nach Amoklauf in Florida - Amerikas Jugend kämpft gegen die Waffen,2-21-18,School/Public space safety,,Neutral
Elternabend in den USA – oder wie überleben meine Kinder einen Amoklauf?,3-15-18,School/Public space safety,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Politik: Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
USA - Hunderttausende Schüler demonstrieren für schärferes US-Waffenrecht,3-25-18,Public opinion,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
"Waffengesetze Schulmassaker in Florida: Trauernde Schüler gegen Trump Was bringt der Schüler-Protest nach der Bluttat in Florida? Mittwoch spricht Präsident Donald Trump mit Teenagern, die überlebt haben.  mehr",2-21-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
"Massenprotest in USA gegen Waffengewalt: ""Genug ist genug"" | Deutschland & Welt",3-25-18,Public opinion,,Neutral
Programm zur Schulsicherheit: Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für schärfere Waffengesetze,3-24-18,Gun control/regulation,,Neutral
Washington Beugt sich Trump dem Schüler-Protest? Streit um US-Waffengesetze spitzt sich nach dem Schul-Massaker in Florida weiter zu  mehr,2-22-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Kriminalität Waffen USA: Floridas Gouverneur unterzeichnet strengeres Waffengesetz,3-10-18,2nd Amendment,,Neutral
Washington gegen Waffengewalt demonstrieren. Foto: Jose Luis Magana/AP Foto: dpa Washington - Mit Massenprotesten haben Hunderttausende Menschen in den USA den Druck auf die mächtige Waffen-Lobby und die Politik,3-26-18,Public opinion,,Neutral
Kriminalität: Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Society/Culture,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Vereinigte Staaten: Tausende US-Schüler demonstrieren gegen Waffengewalt,3-14-18,Public opinion,,Neutral
Nach Amoklauf in Florida: Trump will Schnellschuss-Vorrichtungen verbieten lassen,2-20-18,Gun control/regulation,,Neutral
Politik Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA | inSüdthüringen.de,3-15-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
23:42 Uhr Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Protest gegen Waffengewalt 17 Minuten Stille in den USA,3-15-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
"Eilmeldungen Hunderttausende protestieren in den USA gegen Waffengewalt So., 25. März 2018, 09:58 Uhr Washington (dpa) - In den USA sind hunderttausende Menschen gegen Waffengewalt auf die Straße gegangen. Knapp",3-25-18,Public opinion,,Neutral
Kommentar zu US-Waffengesetzen: Präsident Trump liefert erneut keine belastbare Ideen,2-27-18,Politics,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
"Brennpunkt Streiks an US-High-Schools wegen Waffengewalt Am Anfang stand die Wut einer Schülerin, inzwischen ist daraus ein Schulstreik mit 2500 Veranstaltungen geworden. Wieder geht es in den USA um Waffengewalt, landesweit soll an High ...",4-24-18,Public opinion,,Neutral
Nach dem Schulmassaker in Florida demonstrierte Donald Trump Handlungswillen. Er distanzierte sich sogar von der mächtigen Waffenlobby NRA. Das Weiße Haus legt nun einen Plan vor. Wesentliche Änderungen am Waffenrecht,3-13-18,Politics,,Neutral
Schuhe als Mahnmal gegen Waffengewalt – in den USA werden jährlich 1300 Kinder erschossen,3-14-18,Society/Culture,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
"Foto: screenshot/facebook 53 Postings USA #OneLess: US-Amerikaner posten online, wie sie ihre Waffen zerst&#246;ren Nach dem Schulmassaker existiert aktuell eine Debatte zum Waffengesetz in dem Land",2-21-18,Gun control/regulation,,Neutral
Treffen mit Trump Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Politics,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
23:38 Uhr Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: „Genug ist genug',3-24-18,Public opinion,,Neutral
"Parkland-Massaker: Melania Trump unterstützt Schüler, die schärfere Waffengesetze fordern",2-27-18,Politics,,Neutral
Florida kommt Verschärfung des Waffenrechts näher Donald Trumps Schuss in den Ofen,3-8-18,Politics,,Neutral
Waffendebatte in den USA Nach Amoklauf: Trump will Lehrer bewaffnen,2-22-18,Politics,,Neutral
Schülerproteste in den USA gegen Schusswaffengewalt,3-15-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-26-18,Public opinion,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt - Panorama - Braunschweiger Zeitung,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht - Bergedorfer Zeitung,2-22-18,Public opinion,,Neutral
US-Waffendebatte :  Von Australiens Waffengesetzen kann Donald Trump lernen,2-24-18,Politics,,Neutral
Hunderttausende marschieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Nach Amoklauf an Schule in den USA: Trump schlägt Lehrer-Bewaffnung vor,2-23-18,School/Public space safety,,Neutral
© Foto: Go Nakamura/ZUMA Wire/dpa USA Schüler demonstrieren für schärfere Waffengesetze Video ansehen,4-25-18,Public opinion,,Neutral
Schärfere Waffengesetze? Melania Trump unterstützt jugendliche Demonstranten,2-27-18,Politics,,Neutral
Treffen mit Amoklauf-Angehörigen und -Überlebenden Befremdlich: Das steht auf Trumps Spickzettel - und was bedeutet eigentlich die „45“ auf seinem Ärmel?,2-23-18,Politics,,Neutral
Sch&#228;rfere Waffengesetze? Melania Trump unterst&#252;tzt jugendliche Demonstranten,2-28-18,Politics,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab,3-14-18,Politics,,Neutral
Waffengewalt in Amerika : „Schießereien gehören zum Alltag',3-5-18,Society/Culture,,Neutral
Waffenrecht in den USA: Kampf der Kulturen,2-23-18,2nd Amendment,,Neutral
Rund 100 demonstrieren gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
"USA: Schüler demonstrieren für strengere Waffengesetze - und werden bedroht, ausgelacht und bestraft - News Deutschland",3-16-18,Gun control/regulation,,Neutral
Kriminalität Justiz Waffen USA: NRA klagt gegen verschärftes Waffenrecht in Florida,3-10-18,2nd Amendment,,Neutral
INTERNATIONAL/254: Schüler protestieren vor über 3.000 Schulen gegen Waffengewalt in den USA (Pressenza),3-17-18,Public opinion,,Neutral
Hunderttausende marschieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Waffenrecht in den USA: Wer ist die NRA - und warum ist sie so mächtig? - Forum SPIEGEL ONLINE,2-25-18,2nd Amendment,,Neutral
Schüler-Proteste gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Massenproteste für schärfere Waffengesetze in den USA,3-25-18,Gun control/regulation,,Neutral
Nach Amoklauf in Florida: Donald Trump signalisiert Unterstützung für bessere Kontrollen bei Schusswaffenerwerb,2-19-18,Politics,,Neutral
Treffen mit Trump Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Politics,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Schülerproteste in den USA gegen Schusswaffengewalt - News Deutschland,3-16-18,Public opinion,,Neutral
Nach Amoklauf in Florida: Donald Trump signalisiert Unterstützung für bessere Kontrollen bei Schusswaffenerwerb,2-20-18,Politics,,Neutral
"Trump will Schulen gegen Waffengewalt ""abhärten""",3-12-18,Politics,,Neutral
Massenprotest in USA gegen Waffengewalt: „Genug ist genug',3-24-18,Public opinion,,Neutral
17 Minuten Stille – Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Nach Amoklauf mit 17 Toten: Firmen setzen US-Waffenlobby NRA unter Druck Finanzen . Nach dem Schulmassaker im US-Bundesstaat Florida mit 17 Toten beenden immer mehr US-Unternehmen ihre Zusammenarbeit mit der mächtigen Waffenlobby NRA. weiterlesen,2-25-18,Economic consequences,,Neutral
"Massenprotest in USA gegen Waffengewalt: ""Genug ist genug""",3-25-18,Public opinion,,Neutral
Schul-Amoklauf: Auch Trump lenkt die Schuld auf Filme und Videospiele,2-23-18,Politics,,Neutral
Nach Schulmassaker in Florida : Massenprotest gegen Waffengewalt in den USA – und Solidarität weltweit,3-26-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
"Diskussion über Waffengesetze in den USA, Emma Gonzalez als Ikone einer neuen 68er-Bewegung?",2-20-18,2nd Amendment,,Neutral
"Massenprotest in USA gegen Waffengewalt: ""Genug ist genug""",3-24-18,Public opinion,,Neutral
Amoklauf in Maryland: Täter stirbt nach Schüssen an High School in den USA,3-20-18,Society/Culture,,Neutral
Trump will Waffenrecht verschärfen,3-1-18,Politics,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Aktuell Panorama Massenprotest in USA gegen Waffengewalt: »Genug ist genug«,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
Erst der Anfang - Massenprotest gegen Waffengewalt in USA,3-24-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
